Rank,Page URL,Best Position,Average Position,Total Keywords,Top 3 Rankings,Top 10 Rankings,Page 2 Rankings,Clicks,Impressions,CTR %,Top Query,Top Query Position
382,https://careerplanb.co/colleges/the-oxford-college-of-hotel-management-bangalore/,7.7,7.7,1,0,1,0,1,11,9.09,oxford college of hotel management,7.7
383,https://careerplanb.co/colleges/udai-pratap-autonomous-college-varanasi/,5.6,5.6,1,0,1,0,1,7,14.29,up college is private or government,5.6
384,https://careerplanb.co/colleges/university-institute-of-engineering-and-technology-panjab-university-chandigarh/,6.5,6.5,1,0,1,0,1,4,25.00,uiet pyqs,6.5
385,https://careerplanb.co/colleges/veer-narmad-south-gujarat-university-surat/,7.2,7.2,1,0,1,0,1,4,25.00,vnsgu placement cell,7.2
386,https://careerplanb.co/colleges/visakha-institute-of-engineering-and-technology-visakhapatnam/,1.0,1.0,1,1,1,0,1,57,1.75,iiet visakhapatnam highest package,1.0
387,https://careerplanb.co/colleges/westbank-school-of-nursing-howrah/,6.0,6.0,1,0,1,0,1,2,50.00,west bank college of nursing howrah,6.0
388,https://careerplanb.co/colleges/westford-institute-of-film-technology-kochi/,9.3,9.3,1,0,1,0,1,21,4.76,westford institute of film technology,9.3
389,https://careerplanb.co/commerce-colleges-without-cuet-guide/,1.0,1.0,1,1,1,0,1,1,100.00,best commerce colleges in india without cuet,1.0
390,https://careerplanb.co/computer-science-engineering-first-semester-courses-breakdown/,1.7,1.7,1,1,1,0,1,3,33.33,syllabus of computer science engineering 1st year,1.7
391,https://careerplanb.co/core-engineering-branches-relevance-2025/,3.6,3.6,1,0,1,0,1,148,0.68,core engineering branches,3.6
392,https://careerplanb.co/courses-after-12th-humanities/,1.0,1.0,1,1,1,0,1,71,1.41,after plus two humanities courses,1.0
393,https://careerplanb.co/cuet-alternate-colleges-guide/,1.0,1.0,1,1,1,0,1,69,1.45,bina cuet ke admission kaise le,1.0
394,https://careerplanb.co/cuet-btech-seat-matrix/,6.5,6.5,1,0,1,0,1,2,50.00,cuet seat matrix,6.5
395,https://careerplanb.co/cuet-medical-courses-new-allied-health-pathways/,3.0,3.0,1,1,1,0,1,1,100.00,cuet ug courses list,3.0
396,https://careerplanb.co/cuet-sports-eca-weightage/,4.0,4.0,1,0,1,0,1,1,100.00,sports quota in delhi university,4.0
397,https://careerplanb.co/diploma-in-physical-education-2025-guide/,3.8,3.8,1,0,1,0,1,95,1.05,diploma in physical education,3.8
398,https://careerplanb.co/dnb-broad-specialty-training-manual-guide/,7.6,7.6,1,0,1,0,1,14,7.14,manual for dnb trainees 2025,7.6
399,https://careerplanb.co/dnb-specialization-gangaram-hospital/,5.0,5.0,1,0,1,0,1,1,100.00,dnb,5.0
400,https://careerplanb.co/dtu-placements-2024-branch-wise-ctc-analysis-placement-statistics/,5.4,5.4,1,0,1,0,1,8,12.50,dtu placements 2024,5.4
401,https://careerplanb.co/engineering-college-internal-assessment-patterns-strategy/,2.0,2.0,1,1,1,0,1,1,100.00,how to check internal marks in uucms,2.0
402,https://careerplanb.co/errors-in-online-application-form/,1.0,1.0,1,1,1,0,1,3,33.33,form kaise bhare,1.0
403,https://careerplanb.co/gate-2026-metallurgical-engineering-syllabus-weightage-guide/,3.0,3.0,1,1,1,0,1,1,100.00,gate 2026 metallurgical engineering syllabus,3.0
404,https://careerplanb.co/gate-2026-statistics-syllabus-complete-weightage-guide/,4.0,4.0,1,0,1,0,1,8,12.50,gate st syllabus 2026,4.0
405,https://careerplanb.co/gate-2026-syllabus-for-instrumentation-engineering/,3.4,3.4,1,0,1,0,1,14,7.14,gate syllabus for instrumentation engineering,3.4
406,https://careerplanb.co/gate-2026-syllabus-pdf-download/,12.0,12.0,1,0,0,1,1,1,100.00,gate 2026 chemical engineering syllabus pdf download,12.0
407,https://careerplanb.co/gate-geological-sciences-syllabus-2026/,4.3,4.3,1,0,1,0,1,42,2.38,gate geology syllabus 2026,4.3
408,https://careerplanb.co/gate-vs-jee-difficulty-complete-comparison-analysis/,3.9,3.9,1,0,1,0,1,20,5.00,gate exam vs jee,3.9
409,https://careerplanb.co/gauhati-medical-college-pg-courses-bond-2025/,5.6,5.6,1,0,1,0,1,17,5.88,guwahati medical college pg bond,5.6
410,https://careerplanb.co/gfti-admission-process-complete-guide-2026/,5.2,5.2,1,0,1,0,1,11,9.09,gfti me admission kaise le,5.2
411,https://careerplanb.co/gmc-nagpur-hostel-fees-pg-seats/,6.5,6.5,1,0,1,0,1,6,16.67,gmc nagpur stipend pg,6.5
412,https://careerplanb.co/google-career-certificates-2025-top-10-programs/,1.0,1.0,1,1,1,0,1,1,100.00,yes,1.0
413,https://careerplanb.co/government-jobs-after-engineering-guide/,46.0,46.0,1,0,0,0,1,1,100.00,govt job in engineering,46.0
414,https://careerplanb.co/high-demand-medical-specialties-2025/,8.0,8.0,1,0,1,0,1,1,100.00,yes,8.0
415,https://careerplanb.co/how-can-mind-maps-enhance-cbse-class-10-civics-history-learning/,56.0,56.0,1,0,0,0,1,1,100.00,class 10 social science mind map,56.0
416,https://careerplanb.co/how-many-iit-seats-are-reserved-for-obc-in-2025-find-out-now/,3.0,3.0,1,1,1,0,1,1,100.00,how much percentile is required for jee advanced for obc,3.0
417,https://careerplanb.co/how-to-become-a-data-scientist-after-12th-pcm/,2.8,2.8,1,1,1,0,1,8,12.50,what is data science,2.8
418,https://careerplanb.co/how-to-get-admission-into-iit-delhi-abu-dhabi-campus/,25.0,25.0,1,0,0,0,1,3,33.33,iit abu dhabi fees,25.0
419,https://careerplanb.co/how-to-pursue-a-ph-d-at-iit-delhi-abu-dhabi-guide-for-2026-intake/,6.1,6.1,1,0,1,0,1,9,11.11,iit delhi abu dhabi phd,6.1
420,https://careerplanb.co/iiit-bhagalpur-2025-last-round-cutoffs/,1.0,1.0,1,1,1,0,1,1,100.00,yes,1.0
421,https://careerplanb.co/iiit-bhagalpur-btech-admissions-guide-2026/,2.0,2.0,1,1,1,0,1,1,100.00,iiit bhagalpur me admission kaise le,2.0
422,https://careerplanb.co/iiit-delhi-btech-admission-2026/,3.6,3.6,1,0,1,0,1,22,4.55,iiit delhi admission 2026,3.6
423,https://careerplanb.co/iiit-delhi-btech-curriculum-first-year/,5.0,5.0,1,0,1,0,1,1,100.00,iiit delhi curriculum,5.0
424,https://careerplanb.co/iiit-hyderabad-application-process-guide-admission-2025/,12.0,12.0,1,0,0,1,1,13,7.69,iiit hyderabad boards criteria,12.0
425,https://careerplanb.co/iiit-kalyani-cutoff-analysis/,1.0,1.0,1,1,1,0,1,5,20.00,kalyani iiit cutoff,1.0
426,https://careerplanb.co/iiit-seat-matrix-category-wise/,2.8,2.8,1,1,1,0,1,50,2.00,iiit seats in india,2.8
427,https://careerplanb.co/iiit-vadodara-cutoffs-2025-branch-wise/,8.9,8.9,1,0,1,0,1,20,5.00,iiit vadodara jee mains cutoff,8.9
428,https://careerplanb.co/iims-for-freshers-vs-experienced-guide/,3.0,3.0,1,1,1,0,1,1,100.00,less than 5 %,3.0
429,https://careerplanb.co/iit-branch-change-rules-2025-complete-guide/,6.5,6.5,1,0,1,0,1,22,4.55,iit roorkee branch change,6.5
430,https://careerplanb.co/iit-gandhinagar-placements-2025-latest-insights-packages-recruiters/,10.6,10.6,1,0,0,0,1,278,0.36,iit gandhinagar cse average package,10.6
431,https://careerplanb.co/iit-goa-placements-2025/,3.0,3.0,1,1,1,0,1,1,100.00,iit goa mtech,3.0
432,https://careerplanb.co/iit-hyderabad-vs-iit-indore-nirf-2025-engineering-showdown/,9.0,9.0,1,0,1,0,1,1,100.00,iit indore academics,9.0
433,https://careerplanb.co/iit-mandi-last-round-cut-offs-2025-category-wise-analysis/,6.6,6.6,1,0,1,0,1,681,0.15,iit mandi cutoff,6.6
434,https://careerplanb.co/iit-mandi-placements-2025/,2.0,2.0,1,1,1,0,1,1,100.00,iitmandi,2.0
435,https://careerplanb.co/jee-main-2026-photo-signature-requirements-guide/,2.4,2.4,1,1,1,0,1,96,1.04,jee signature size,2.4
436,https://careerplanb.co/jee-mock-test-analysis-how-to-review-and-improve/,12.5,12.5,1,0,0,1,1,2,50.00,how to analyse jee mock test,12.5
437,https://careerplanb.co/jee-second-attempt-tips/,6.6,6.6,1,0,1,0,1,58,1.72,how to improve jee mains score in second attempt,6.6
438,https://careerplanb.co/jmi-vs-amu-bsc-biotechnology/,5.0,5.0,1,0,1,0,1,1,100.00,jmi ma economics placement,5.0
439,https://careerplanb.co/jmi-vs-amu-for-engineering-2025/,2.6,2.6,1,1,1,0,1,5,20.00,amu jamia,2.6
440,https://careerplanb.co/job-document-verification-process-guide/,1.7,1.7,1,1,1,0,1,3,33.33,govt job me document verification kaise hota hai,1.7
441,https://careerplanb.co/jobs-for-commerce-students-after-12th/,20.5,20.5,1,0,0,0,1,4,25.00,jobs after commerce,20.5
442,https://careerplanb.co/jss-mysore-pg-courses-bond-details/,4.5,4.5,1,0,1,0,1,15,6.67,jss medical college management quota fees,4.5
443,https://careerplanb.co/jssate-noida-management-quota-2025/,2.0,2.0,1,1,1,0,1,1,100.00,management quota fees,2.0
444,https://careerplanb.co/keralas-best-engineering-colleges-ranked-by-nirf-2025/,1.0,1.0,1,1,1,0,1,10,10.00,nirf ranking 2025 kerala,1.0
445,https://careerplanb.co/late-college-admission-strategies-tips-2025/,2.3,2.3,1,1,1,0,1,3,33.33,any college admission open,2.3
446,https://careerplanb.co/lhmc-delhi-pg-courses-bond-2025/,1.0,1.0,1,1,1,0,1,27,3.70,lady hardinge medical college pg bond,1.0
447,https://careerplanb.co/life-at-xlri-jamshedpur/,12.6,12.6,1,0,0,1,1,8,12.50,xlri hostels,12.6
448,https://careerplanb.co/linkedin-learning-vs-udemy-job-prospects-comparison/,43.1,43.1,1,0,0,0,1,16,6.25,udemy vs linkedin learning,43.1
449,https://careerplanb.co/low-jee-percentile-college-options-2025-engineering/,5.3,5.3,1,0,1,0,1,3,33.33,yes,5.3
450,https://careerplanb.co/madras-medical-college-mmc-chennai-pg-fees-clinical-infrastructure-most-popular-md-ms-specializations-2025/,10.7,10.7,1,0,0,0,1,18,5.56,mmc chennai fees,10.7
451,https://careerplanb.co/madras-medical-college-pg-branches-bond-details-2025/#full-list-of-pg-medical-branches-at-madras-medical-college,3.3,3.3,1,0,1,0,1,17,5.88,mmc pg seats,3.3
452,https://careerplanb.co/mahindra-university-placement/,5.1,5.1,1,0,1,0,1,23,4.35,mahindra university placements,5.1
453,https://careerplanb.co/mamc-delhi-md-ms-fees-hostel-specializations/,2.3,2.3,1,1,1,0,1,6,16.67,maulana azad medical college,2.3
454,https://careerplanb.co/management-quota-vs-spot-round-complete-guide/,4.0,4.0,1,0,1,0,1,1,100.00,national spot round ccmt,4.0
455,https://careerplanb.co/mba-colleges-accepting-xat/,45.0,45.0,1,0,0,0,1,1,100.00,xat 71 percentile colleges,45.0
456,https://careerplanb.co/mbbs-fees-india-2025-government-vs-private-colleges/,1.7,1.7,1,1,1,0,1,16,6.25,government mbbs college fees in india,1.7
457,https://careerplanb.co/mbbs-tuition-fees-in-top-medical-colleges-in-india-govt-private-deemed/,2.0,2.0,1,1,1,0,1,1,100.00,fees issue,2.0
458,https://careerplanb.co/mbbs-vs-bds-key-differences-in-guide/,36.5,36.5,1,0,0,0,1,4,25.00,mbbs vs bds,36.5
459,https://careerplanb.co/merchant-navy-after-12th-pcm-guide/,4.1,4.1,1,0,1,0,1,9,11.11,navy pcm,4.1
460,https://careerplanb.co/mht-cet-2025-complete-guide-to-maharastra-engineering-entrance-exam/,8.0,8.0,1,0,1,0,1,4,25.00,engineering entrance exams in maharashtra,8.0
461,https://careerplanb.co/mica-vs-iim-marketing-guide/,1.1,1.1,1,1,1,0,1,554,0.18,mica ahmedabad,1.1
462,https://careerplanb.co/mit-wpu-pune-placements-2025-report/,2.9,2.9,1,1,1,0,1,20,5.00,mit-wpu average package cse,2.9
463,https://careerplanb.co/mitid-dat-2025-complete-exam-guide-admission/,4.6,4.6,1,0,1,0,1,54,1.85,mitid full form,4.6
464,https://careerplanb.co/mmc-pg-admission-2025/,1.5,1.5,1,1,1,0,1,46,2.17,madras medical college pg stipend,1.5
465,https://careerplanb.co/mop-up-round-rules-neet-pg/,2.7,2.7,1,1,1,0,1,18,5.56,mopup round meaning,2.7
466,https://careerplanb.co/my-career-advisor-app-ministry-education/,3.9,3.9,1,0,1,0,1,22,4.55,my career advisor app intends to help students,3.9
467,https://careerplanb.co/neet-2027-strategy-plan-monthly-roadmap/,1.0,1.0,1,1,1,0,1,1,100.00,1 years,1.0
468,https://careerplanb.co/neet-counselling-seat-allotment-category-reservation-tips/,1.0,1.0,1,1,1,0,1,9,11.11,how medical seats are allotted in neet,1.0
469,https://careerplanb.co/neet-domicile-criteria-2025-state-wise-eligibility-rules/#neet-domicile-certificate-format-2025,7.8,7.8,1,0,1,0,1,6,16.67,neet residence certificate,7.8
470,https://careerplanb.co/neet-mds-high-yield-topics-2026-guide/,12.0,12.0,1,0,0,1,1,3,33.33,neet mds subject wise weightage 2026,12.0
471,https://careerplanb.co/neet-pg-2025-counselling-fees-refund/,10.4,10.4,1,0,0,0,1,5,20.00,neet pg security deposit refund 2025,10.4
472,https://careerplanb.co/neet-pg-2025-counselling-fees-refund/#step-by-step-how-to-pay-neet-pg-counselling-fees,7.4,7.4,1,0,1,0,1,23,4.35,neet pg 2025 counselling refund,7.4
473,https://careerplanb.co/neet-pg-2025-documents-checklist/,9.7,9.7,1,0,1,0,1,12,8.33,documents required for neet pg counselling,9.7
474,https://careerplanb.co/neet-pg-2025-gynaecology-cutoff/,2.7,2.7,1,1,1,0,1,18,5.56,how many marks required for gynecologist in neet,2.7
475,https://careerplanb.co/neet-pg-2025-state-quota-seat-distribution-complete-guide/,14.0,14.0,1,0,0,1,1,1,100.00,neet pg fees in private colleges,14.0
476,https://careerplanb.co/neet-pg-dnb-counselling-guide/,9.9,9.9,1,0,1,0,1,9,11.11,dnb counselling 2026,9.9
477,https://careerplanb.co/neet-pg-jobs-salaries-after-specialization-in-india/,1.2,1.2,1,1,1,0,1,162,0.62,neet jobs list with salary,1.2
478,https://careerplanb.co/neet-pg-mop-up-eligibility-guide/,2.0,2.0,1,1,1,0,1,1,100.00,who can participate in stray vacancy round neet pg,2.0
479,https://careerplanb.co/neet-pg-mop-up-round-2025-guide/,2.4,2.4,1,1,1,0,1,109,0.92,neet pg mop up round 2025,2.4
480,https://careerplanb.co/neet-pg-reservation-policy-2025/,9.5,9.5,1,0,1,0,1,46,2.17,neet pg reservation,9.5
481,https://careerplanb.co/neet-speed-and-accuracy-tips/,4.0,4.0,1,0,1,0,1,1,100.00,neet strategy,4.0
482,https://careerplanb.co/neet-ss-2025-key-dates-guide/,39.0,39.0,1,0,0,0,1,1,100.00,when will neet ss 2025 counselling start,39.0
483,https://careerplanb.co/neet-ss-career-path/,4.0,4.0,1,0,1,0,1,1,100.00,neet ss 2025 counselling,4.0
484,https://careerplanb.co/neet-ss-career-prospects-india/,1.6,1.6,1,1,1,0,1,26,3.85,after neet ss what to do,1.6
485,https://careerplanb.co/neet-ss-interview-tips-questions/,5.0,5.0,1,0,1,0,1,1,100.00,neet ss 2025 counselling,5.0
486,https://careerplanb.co/neet-syllabus-class-11-vs-12-breakdown/,4.0,4.0,1,0,1,0,1,20,5.00,neet class 11 syllabus,4.0
487,https://careerplanb.co/next-2025-fmg-nmc-rules-india/,3.6,3.6,1,0,1,0,1,11,9.09,nmc new guidelines for fmge,3.6
488,https://careerplanb.co/next-exam-2026-schedule-deadlines/#what-is-the-next-exam,7.1,7.1,1,0,1,0,1,36,2.78,next 2026,7.1
489,https://careerplanb.co/nirf-2025-college-rankings-top-20-india/,1.5,1.5,1,1,1,0,1,46,2.17,srcc nirf ranking 2025,1.5
490,https://careerplanb.co/nirf-dental-college-rankings-2025/,10.4,10.4,1,0,0,0,1,16,6.25,nirf dental college ranking,10.4
491,https://careerplanb.co/nit-kurukshetra-counselling-2026/,9.3,9.3,1,0,1,0,1,3,33.33,"एनआईटी कुरुक्षेत्र में बीटेक प्रवेश जेईई मेन रैंक के आधार पर होता है, जोसा काउंसलिंग के माध्यम से सीट आवंटन होता है",9.3
492,https://careerplanb.co/nit-rourkela-2025-final-cutoff-branch-category/,9.2,9.2,1,0,1,0,1,73,1.37,nit rourkela cutoff 2025,9.2
493,https://careerplanb.co/nit-surathkal-vs-nit-warangal-nirf-2025/,2.4,2.4,1,1,1,0,1,34,2.94,nit surathkal,2.4
494,https://careerplanb.co/nit-trichy-admission-process-2026-complete-guide/,4.9,4.9,1,0,1,0,1,46,2.17,nit trichy admission process,4.9
495,https://careerplanb.co/nmims-campus-wise-cutoff-2025-detailed-guide/,9.0,9.0,1,0,1,0,1,115,0.87,nmims cut off 2025,9.0
496,https://careerplanb.co/nmims-roi-placements-career/,9.7,9.7,1,0,1,0,1,3,33.33,is nmims worth it,9.7
497,https://careerplanb.co/non-clinical-medical-specialties-roles-career-scope-salaries/,2.0,2.0,1,1,1,0,1,4,25.00,non clinical specialties in medicine,2.0
498,https://careerplanb.co/nptel-course-benefits-for-students/,3.3,3.3,1,0,1,0,1,35,2.86,is nptel certificate valuable for job,3.3
499,https://careerplanb.co/online-drawing-courses-2025/,1.0,1.0,1,1,1,0,1,3,33.33,best drawing online classes,1.0
500,https://careerplanb.co/panjab-university-vs-thapar-institute-punjabs-nirf-rivalry-2025/,3.0,3.0,1,1,1,0,1,1,100.00,thapar institute of engineering and technology rankings,3.0
501,https://careerplanb.co/pes-university-nirf-2025-ranking/,1.8,1.8,1,1,1,0,1,44,2.27,pes nirf ranking 2025,1.8
502,https://careerplanb.co/petroleum-engineering-job-opportunities-2026-scope-salaries/,2.8,2.8,1,1,1,0,1,4,25.00,petroleum engineer,2.8
503,https://careerplanb.co/pg-diploma-after-mbbs-in-india-a-complete-overview/,6.0,6.0,1,0,1,0,1,1,100.00,diplomas after mbbs,6.0
504,https://careerplanb.co/pgimer-chandigarh-vs-jipmer-puducherry-clinical-training-vs-location/,1.0,1.0,1,1,1,0,1,2,50.00,pgi chandigarh pathology department,1.0
505,https://careerplanb.co/pgp-and-pgpex-at-iim-shillong-which-mba-is-right-for-you/,25.2,25.2,1,0,0,0,1,4,25.00,pgpex iim shillong,25.2
506,https://careerplanb.co/practice-diary-entry-letter-writing-for-class-10-exams/,8.4,8.4,1,0,1,0,1,48,2.08,diary entry format class 10 2026,8.4
507,https://careerplanb.co/prep-rank-jee-advanced-2025-guide/,4.0,4.0,1,0,1,0,1,1,100.00,జేఈఈ అడ్వాన్స్‌డ్ · 2024,4.0
508,https://careerplanb.co/ramaiah-institute-bangalore-complete-admission-guide/,2.1,2.1,1,1,1,0,1,12,8.33,ms ramaiah pg fees,2.1
509,https://careerplanb.co/reap-dates-admission-calendar/,7.5,7.5,1,0,1,0,1,488,0.20,reap 2026 registration date,7.5
510,https://careerplanb.co/rules-for-changing-branch-in-nits/,6.9,6.9,1,0,1,0,1,18,5.56,is branch change possible in nit rourkela,6.9
511,https://careerplanb.co/sathyabama-vs-saveetha-chennai-2025/,1.0,1.0,1,1,1,0,1,1,100.00,placement in sathyabama university,1.0
512,https://careerplanb.co/scholarships-women-medical-pg-india/,1.5,1.5,1,1,1,0,1,20,5.00,scholarship for medical pg students,1.5
513,https://careerplanb.co/spjat-2025-exam-format-syllabus-guide/,3.0,3.0,1,1,1,0,1,1,100.00,how to get admission in sp jain for mba,3.0
514,https://careerplanb.co/spjimr-profile-based-admission-process-criteria/,5.4,5.4,1,0,1,0,1,28,3.57,spjimr profile based calls,5.4
515,https://careerplanb.co/spjimr-vs-mica-vs-nmims-guide/,9.6,9.6,1,0,1,0,1,5,20.00,mica vs nmims,9.6
516,https://careerplanb.co/srm-university-admission-process-2026-step-by-step-guide/,6.3,6.3,1,0,1,0,1,200,0.50,srm university admission process,6.3
517,https://careerplanb.co/state-quota-seats-neet-pg-counselling-guide/,4.0,4.0,1,0,1,0,1,46,2.17,state quota in neet pg,4.0
518,https://careerplanb.co/state-quota-vs-all-india-quota-engineering-admissions/,1.2,1.2,1,1,1,0,1,13,7.69,how does home state quota work,1.2
519,https://careerplanb.co/tancet-engineering-options-guide/,8.5,8.5,1,0,1,0,1,24,4.17,tamilnadu engineering entrance exam 2026,8.5
520,https://careerplanb.co/tapmi-vs-gim-vs-welingkar-mba-2025/,4.5,4.5,1,0,1,0,1,11,9.09,tapmi vs welingkar,4.5
521,https://careerplanb.co/telecom-engineer-career-scope/,1.0,1.0,1,1,1,0,1,1,100.00,is it fun?,1.0
522,https://careerplanb.co/the-essential-guide-what-aspiring-chip-designers-need-to-know/,1.8,1.8,1,1,1,0,1,13,7.69,chip design salary,1.8
523,https://careerplanb.co/thrissur-medical-college-pg-courses-fees-bond/,1.0,1.0,1,1,1,0,1,15,6.67,kerala medical pg stipend,1.0
524,https://careerplanb.co/tier-1-private-college-vs-baby-iims/,1.5,1.5,1,1,1,0,1,25,4.00,iim jammu is which tier college,1.5
525,https://careerplanb.co/top-10-apps-every-medical-pg-student-should-use/,4.0,4.0,1,0,1,0,1,1,100.00,reflex pg,4.0
526,https://careerplanb.co/top-engineering-colleges-in-hyderabad-2025/,1.0,1.0,1,1,1,0,1,154,0.65,iiit hyderabad nirf ranking 2025,1.0
527,https://careerplanb.co/top-iim-wat-topics-for-2025/,5.5,5.5,1,0,1,0,1,39,2.56,iim wat topics,5.5
528,https://careerplanb.co/tourism-courses-in-india-top-programmes-eligibility-career-scope-colleges/,4.5,4.5,1,0,1,0,1,33,3.03,tourism courses in india,4.5
529,https://careerplanb.co/vit-vs-amity-vs-srm-nirf-2025/,10.4,10.4,1,0,0,0,1,239,0.42,srm nirf ranking,10.4
530,https://careerplanb.co/vit-vs-srm-engineering-nirf-2025/,2.4,2.4,1,1,1,0,1,23,4.35,vit or srm which is better,2.4
531,https://careerplanb.co/viteee-2026-chemical-engineering-scope-placements/,2.0,2.0,1,1,1,0,1,1,100.00,chemical engineering vit vellore,2.0
532,https://careerplanb.co/viteee-2026-exam-day-guidelines/,1.0,1.0,1,1,1,0,1,3,33.33,can viteee be given from home,1.0
533,https://careerplanb.co/what-after-jee-main-2025-your-complete-guide/,12.8,12.8,1,0,0,1,1,5,20.00,what can we do after jee mains,12.8
534,https://careerplanb.co/what-makes-a-toppers-answer-sheet-score-95/,3.0,3.0,1,1,1,0,1,1,100.00,yes,3.0
535,https://careerplanb.co/workshop-technology-for-engineering-students/,30.3,30.3,1,0,0,0,1,3,33.33,workshop engineering,30.3
536,https://careerplanb.co/xat-vs-cat-vs-nmat-vs-micat/,2.0,2.0,1,1,1,0,1,7,14.29,mica mba,2.0
537,https://careerplanb.co/ximb-mba-interview-questions-preparation-guide/,8.5,8.5,1,0,1,0,1,66,1.52,ximb interview experience,8.5
538,https://careerplanb.co/ximb-mba-programs-comparison-2025/,4.1,4.1,1,0,1,0,1,7,14.29,ximb executive mba placements,4.1
539,https://careerplanb.co/xlri-vs-mdi-mba-comparison/,1.0,1.0,1,1,1,0,1,8,12.50,xlri delhi vs mdi gurgaon,1.0
540,https://careerplanb.co/%D0%BC%D0%BEp-up-admission-round-based-on-class-xii-marks-not-cuet/,43.0,59.5,2,0,0,0,0,3,0.00,mop up round du,43.0
541,https://careerplanb.co/10-best-bba-colleges-in-bangalore-2025/,1.0,28.6,122,37,48,10,0,2160,0.00,affordable bba colleges in bangalore,18.5
542,https://careerplanb.co/10-best-bba-colleges-in-bangalore-2025/#1-christ-university-bangalore,10.0,11.3,3,0,1,2,0,3,0.00,bba colleges in bangalore with fee structure,13.0
543,https://careerplanb.co/10-best-bba-colleges-in-bangalore-2025/#introduction,10.0,11.3,3,0,1,2,0,3,0.00,bba colleges in bangalore with fee structure,13.0
544,https://careerplanb.co/10-best-short-term-courses-to-learn-food-processing-in-2025/,9.3,43.7,6,0,2,0,0,16,0.00,food processing courses,77.0
545,https://careerplanb.co/10-day-revision-plan-class-10-term-1-exams/,31.0,48.7,4,0,0,0,0,6,0.00,class 10 revision strategy,71.7
546,https://careerplanb.co/15-online-storytelling-courses-to-help-you-engage-any-audience/,1.0,30.8,49,11,18,4,0,527,0.00,best course on storytelling,1.0
547,https://careerplanb.co/20-best-mba-colleges-in-india-2025/,1.0,42.5,8,3,3,0,0,39,0.00,top 20 b schools in india,78.0
548,https://careerplanb.co/45-best-free-online-certification-courses-2025-to-boost-your-career-skills/,1.0,1.0,1,1,1,0,0,1,0.00,certificazioni gratis,1.0
549,https://careerplanb.co/5g-telecom-engineer-career/,1.0,23.5,2,1,1,0,0,2,0.00,5g engineer,1.0
550,https://careerplanb.co/90-days-mba-preparation-cat-xat-snap-2025/,8.5,8.5,1,0,1,0,0,12,0.00,how to crack snap in 90 days,8.5
551,https://careerplanb.co/90-to-99-percentile-jee-main-strategy/,2.0,17.4,13,3,6,2,0,47,0.00,90 marks in jee mains percentile,38.5
552,https://careerplanb.co/99-99-percentile-cet-2025-marks-required-top-colleges-admission/#based-on-trends-from-previous-years,8.0,8.5,2,0,2,0,0,2,0.00,99.9 percentile meaning,9.0
553,https://careerplanb.co/99-99-percentile-cet-2025-marks-required-top-colleges-admission/#introduction-why-percentile-matters-more-than-just-marks-in-cet,8.0,8.5,2,0,2,0,0,2,0.00,99.9 percentile meaning,9.0
554,https://careerplanb.co/?taxonomy=nav_menu&term=our-services,1.0,1.0,1,1,1,0,0,2,0.00,careerplanb,1.0
555,https://careerplanb.co/a-day-in-the-life-of-a-software-engineer-at-faang/,1.0,15.9,10,3,5,2,0,32,0.00,faang careers,6.0
556,https://careerplanb.co/academic-calendar-semester-planning-exam-prep/,10.9,10.9,1,0,0,0,0,7,0.00,academic calendar kya hota hai,10.9
557,https://careerplanb.co/academic-counselling/,2.0,2.0,1,1,1,0,0,21,0.00,site:careerplanb.co,2.0
558,https://careerplanb.co/academic-counselling/page/71/,10.0,10.0,1,0,1,0,0,1,0.00,site:careerplanb.co,10.0
559,https://careerplanb.co/academic-goal-setting-smart-objectives-for-engineers/,1.0,29.0,18,6,7,2,0,42,0.00,career goal,2.0
560,https://careerplanb.co/academic-performance-tracking-tools-guide-techniques/,1.0,42.4,15,2,5,1,0,50,0.00,academic journal performance tracking,79.5
561,https://careerplanb.co/academic-verification-process-urgent-student-guide-documents/,1.0,5.4,5,3,4,1,0,6,0.00,academic forms for internship or field study verification,20.0
562,https://careerplanb.co/ace-english-core-board-exams/,12.0,12.0,1,0,0,1,0,2,0.00,english core kya hota hai,12.0
563,https://careerplanb.co/acting-filmmaking-direction-courses-without-degree/,2.0,15.5,2,1,1,0,0,2,0.00,certificate in direction,29.0
564,https://careerplanb.co/admission-requirements-for-mbbs-in-georgia/,3.0,13.7,9,2,7,1,0,11,0.00,georgia,3.0
565,https://careerplanb.co/admission-without-cuet-score-guide/,1.0,3.2,34,26,31,2,0,125,0.00,admission without cuet,3.7
566,https://careerplanb.co/aerospace-engineering-career-options-2026/,1.0,6.1,5,2,5,0,0,10,0.00,aerospace engineering career paths 2026,8.5
567,https://careerplanb.co/aerospace-engineering-in-india-from-isro-to-private-startups/,1.0,13.3,5,2,3,1,0,20,0.00,aerospace engineering startups,1.0
568,https://careerplanb.co/afmc-bond-service-obligations/,2.0,8.4,9,2,3,4,0,39,0.00,afmc bond,11.6
569,https://careerplanb.co/after-cat-exam-post-cat-guide/,1.0,25.6,7,4,4,0,0,13,0.00,after cat exam what to do,90.0
570,https://careerplanb.co/after-seat-allotment-your-complete-college-reporting-guide/,1.0,2.2,42,35,42,0,0,187,0.00,11th admission allotment list,2.0
571,https://careerplanb.co/after-seat-allotment-your-complete-college-reporting-guide/#introduction,11.0,11.0,1,0,0,1,0,2,0.00,after seat allotment what to do,11.0
